,RISK_SCORE,SIGNAL,ACTION,REGIME,LEADING_SCORE,COINCIDENT_SCORE,LAGGING_SCORE,GLIDE_ACCELERATE
2024-05-10,3.18,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.31,False
2024-05-13,3.18,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.31,False
2024-05-14,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-15,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-16,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-17,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-20,3.19,🟡 흐림,위험자산 10~20% 축소,과열,1.71,1.17,0.31,False
2024-05-21,3.19,🟡 흐림,위험자산 10~20% 축소,과열,1.71,1.17,0.31,False
2024-05-22,3.19,🟡 흐림,위험자산 10~20% 축소,과열,1.71,1.17,0.31,False
2024-05-23,3.19,🟡 흐림,위험자산 10~20% 축소,과열,1.71,1.17,0.31,False
2024-05-24,3.19,🟡 흐림,위험자산 10~20% 축소,과열,1.71,1.17,0.31,False
2024-05-27,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-28,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-29,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-30,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-05-31,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-03,3.18,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.31,False
2024-06-04,3.18,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.31,False
2024-06-05,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-06,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-07,3.18,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.31,False
2024-06-10,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-11,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-12,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-13,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-14,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-17,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-18,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-19,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-20,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-21,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-24,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-25,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-26,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-27,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-06-28,3.76,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.31,False
2024-07-01,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-02,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-03,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-04,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-05,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-08,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-09,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-10,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-11,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-12,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-15,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-16,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-17,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-18,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-19,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-22,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-07-23,3.49,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.62,False
2024-07-24,3.49,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.62,False
2024-07-25,3.49,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.62,False
2024-07-26,3.49,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.62,False
2024-07-29,2.91,🟢 맑음,기본 비중 유지,둔화_주의,2.29,0.0,0.62,False
2024-07-30,2.91,🟢 맑음,기본 비중 유지,둔화_주의,2.29,0.0,0.62,False
2024-07-31,3.49,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.62,False
2024-08-01,3.81,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,0.58,0.94,False
2024-08-02,4.97,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.75,0.94,False
2024-08-05,6.72,🔴 폭풍,공격적 방어 모드,둔화_주의,2.29,3.5,0.94,False
2024-08-06,5.56,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,2.33,0.94,False
2024-08-07,5.56,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,2.33,0.94,False
2024-08-08,4.97,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.75,0.94,False
2024-08-09,4.97,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.75,0.94,False
2024-08-12,4.97,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.75,0.94,False
2024-08-13,4.39,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.94,False
2024-08-14,4.39,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.94,False
2024-08-15,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-16,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-19,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-20,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-21,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-22,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-23,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-26,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-27,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-28,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-08-29,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-08-30,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-09-02,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-09-03,4.66,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.75,0.62,False
2024-09-04,4.09,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.62,False
2024-09-05,4.08,🟡 흐림,위험자산 10~20% 축소,둔화_주의,2.29,1.17,0.62,False
2024-09-06,4.09,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.62,False
2024-09-09,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-10,3.24,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,0.58,0.94,False
2024-09-11,3.24,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,0.58,0.94,False
2024-09-12,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-13,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-16,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-17,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-18,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-19,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-20,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-23,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-24,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-25,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-26,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-27,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-09-30,3.51,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.62,False
2024-10-01,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-02,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-03,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-04,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-07,4.36,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,2.33,0.31,False
2024-10-08,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-09,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-10,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-11,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-14,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-15,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-16,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-17,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-18,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-21,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-22,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-23,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-24,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-10-25,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-10-28,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-10-29,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-10-30,3.21,🟡 흐림,위험자산 10~20% 축소,과열,1.14,1.75,0.31,False
2024-10-31,3.79,🟡 흐림,위험자산 10~20% 축소,과열,1.14,2.33,0.31,False
2024-11-01,3.21,🟡 흐림,위험자산 10~20% 축소,과열,1.14,1.75,0.31,False
2024-11-04,4.36,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,2.33,0.31,False
2024-11-05,4.36,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,2.33,0.31,False
2024-11-06,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-11-07,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-11-08,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-11-11,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-12,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-13,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-14,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-15,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-18,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-19,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-20,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-21,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-22,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-25,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-26,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-27,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-28,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-11-29,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-02,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-03,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-04,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-05,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-06,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-09,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-10,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-11,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-12,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-13,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-16,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-17,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-18,4.94,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,2.92,0.31,False
2024-12-19,3.78,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.75,0.31,False
2024-12-20,3.19,🟡 흐림,위험자산 10~20% 축소,둔화_주의,1.71,1.17,0.31,False
2024-12-23,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-24,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-25,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-26,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-27,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-30,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
2024-12-31,2.62,🟢 맑음,기본 비중 유지,과열,1.14,1.17,0.31,False
